sentence	label	category	augmented
My cat desperately needs cat scratchers in my house (corrugated) because I need to keep her away from my furniture.	0	Pet_Supplies	False
I have been getting it for a year now and love every issue.	1	Magazine_Subscriptions	False
"I thought ""this really isn't to bad."	1	Grocery_and_Gourmet_Food	False
But the conversations with Uncle Jack got really tedious -- if I met the man in person, he would be annoying at least, and might even seem to be mentally unhinged.	0	Books	False
The movie just wanted to make me cry and get on my knees to thank God I wasn't raised in that area of Ireland during the 1940's.	1	Movies_and_TV	False
Their was not one thing in the Sam box I did not love.	1	Beauty_and_Personal_Care	False
Why do I keep buying these?	0	Grocery_and_Gourmet_Food	False
The angles of the blades appear as though they will rub even after adjusting.	1	Tools_and_Home_Improvement	False
I like this new CLDREAM mop.	1	Industrial_and_Scientific	False
The accompanying in-concert dvd shows him to be an engaging, if lightweight performer, with a bloated sense of self-importance and a penchant for namedropping.	0	CDs_and_Vinyl	False
I love the 1 click pause feature so i can quickly pause what i am listening to talk to someone (i don't have to go find my phone and swipe and pause).	1	Electronics	False
I purchased a 2nd matress for naps at his Nancy's house in a pack and play.	1	Baby_Products	False
This does not prevent anything from sticking to the sides of the toilet.	0	Health_and_Household	False
I am so pleased with this unique formula.	1	Patio_Lawn_and_Garden	False
Also, in my experience, enzyme “buildup remover” products are NOT as effective as drain cleaner products applied as needed when drains clog or run slowly.	0	Industrial_and_Scientific	False
Second, I guess we didn't read the fine print.	0	Cell_Phones_and_Accessories	False
I can say that the person receiving it enjoyed having it, but I can't say there really is a criteria for a review	1	Gift_Cards	False
The cards were for gifts but due to the one problem I had to add the cards to my account.	0	Gift_Cards	False
Good falling asleep or Dinner music.	0	Digital_Music	False
I have to say it was one of the best purchases.	1	Arts_Crafts_and_Sewing	False
It smells heavenly but not overwhelming at all.	1	Beauty_and_Personal_Care	False
It sprays on easily (great for squirming impatient kids) and it stays on even if they are in the pool.	1	Baby_Products	False
I’ve been through so many subpar bed trays it’s ridiculous.	1	Office_Products	False
I'm glad I got this for him!	1	Automotive	False
I don't like flimsy headbands so these were perfect and they're pretty, too!	1	Beauty_and_Personal_Care	False
The &#34;on-off&#34; button is a little strange, because it's a push button - not a switch - and there is no way to tell if you're turning them off or on.	1	Tools_and_Home_Improvement	False
I was impressed that neither of them smeared, even after touching the ink right after writing on it.	1	Appliances	False
My review is whacked bc I received the wrong pens & I am extremely unhappy about it.	1	Office_Products	False
the material reminded me of the cloth you would wear like a bandage for a broken arm or something  (Medium is small)	0	Amazon_Fashion	False
these are a bit chinsier than i had hoped ...  wont be buying again i found much better ones in my local supermarket  im almost afraid to use these  they'd be good for toothpicks though !	0	Patio_Lawn_and_Garden	False
These are wonderful and there are a ton of them!!	1	Beauty_and_Personal_Care	False
I threw away the box so I’m stuck with these useless glasses	0	Home_and_Kitchen	False
I hate when these cheesy movies do that, it just makes it even more unlikeable.	0	Movies_and_TV	False
And the sound is dubious, at best -- appears to have been recorded off an LP, certainly not from anyone's idea of master tapes.	0	CDs_and_Vinyl	False
I can't in good faith give this a good review.	0	Unknown	False
It's great, packs down to a very small size and easy to inflate.	1	Sports_and_Outdoors	False
I love the idea for the story but it is a little cliche.	0	Kindle_Store	False
I keep the one at work in a cosmetic bag, with toothpaste, toothbrush and a small mouthwash and it's perfect to tote to the restroom after lunch and keeping my teeth clean.	1	Health_and_Personal_Care	False
So far, I have enjoyed all 4 of this month’s selections and look forward to trying others!	1	Subscription_Boxes	False
While this backpack is slightly larger than your average backpack, it is comfortable to wear trekking cross campus.	1	Electronics	False
INTERNET SPEED IS NOT THE PROBLEM!	0	Electronics	False
From the moment Nancy arrives, there are spooky omens, and the Shimizu family isn't very talkative about the family tragedy that hangs over the ryokan.	1	Video_Games	False
I’m a disabled veteran and I live on a fixed income so losing a purchase like this hits my pocket book pretty hard.	0	Home_and_Kitchen	False
I have been using Swiffer wet jet for years now as a means to keep my tile floors clean.	1	Industrial_and_Scientific	False
I ended up using a wash cloth to try to clean up my legs and my fingers and ended up making the streaks even worse.	0	Beauty_and_Personal_Care	False
There were several welcoming representatives just talking to each other and one told us that we had to wait at least 20 minutes to get seated.<br /><br />After the dirty and sour meal, we were overcharged and were forced to pay 20% service fee as tips.	0	Gift_Cards	False
Its not a hopped-up, wired feeling.	1	Health_and_Household	False
I'd recommend this band and you can't argue with the price.	1	Amazon_Fashion	False
Was supposed to have 2 CDs.	0	Digital_Music	False
Fast shipping & east to install!	1	Cell_Phones_and_Accessories	False
I received this product at a reduced rate to provide an honest review, that in no way changed my opinion of the product.	1	Kindle_Store	False
I know tools need to be oiled regularly, but they should not be sent with black grease on the handles as well.	0	Arts_Crafts_and_Sewing	False
But the product is very nice.	1	Beauty_and_Personal_Care	False
Drawstring immediately ripped inches of stitches, producy unusable	0	Sports_and_Outdoors	False
The packaging and options were cute but awful product.	0	Home_and_Kitchen	False
Tho I recently received a bottle of Pilot Iroshiziku ink with a cracked lid & zero ink as it had obviously been upside down at some point during transit so glass is no guarantee that ink doesn’t get damaged.	1	Office_Products	False
It's not as if the stick it's on is biodegradable..and no the cotton on the cheap brand does not come off in your ear when you use it.	0	Baby_Products	False
"Lastly, the ""choreography"" is lazy and cheesy and just a lot of bump and grind that anyone could do.<br /><br />I find it funny that Madonna's two best tours - Blonde Ambition and Re-Invention STILL have not been released properly on DVD."	0	Digital_Music	False
I got a lot of brown.	0	Subscription_Boxes	False
this not one favor but good book to read....	0	Kindle_Store	False
I already owned this Uke myself and when my husband said he wanted to learn to play too I knew I had to get him the same one.<br /><br />I have played all kinds of ukulele (some expensive, some cheap) and honestly this is one of the best.	1	Musical_Instruments	False
My car only has the ability to place two screws on the top of the plate.	1	Automotive	False
.kinda hope not, but, hey it happens!	1	Kindle_Store	False
I love this and would suggest it to others!	1	Health_and_Household	False
Not what I was looking for at all.	0	Beauty_and_Personal_Care	False
They devoured the ones they liked first and grudgingly have eaten what’s left since they have no other treats until these are gone.	1	Pet_Supplies	False
Because of the waxiness, it coats the skin.	1	All_Beauty	False
It's a t-shirt like material... not a sweater... although the photo kinda looks like a sweater.	0	Amazon_Fashion	False
